rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,date,year,month,week
163,spotify:track:26QApq0cuO9brJigr0C0W4,Bad Bunny,HACIENDO QUE ME AMAS,Rimas Entertainment LLC,5,174,45,727842,2021-10-14,2021,10,2
164,spotify:track:0gOwkN1piWLMINfj97SogV,"Pancho Barraza, Grupo Firme",Música Romántica,Pachy / RB Music,99,168,12,725988,2021-10-14,2021,10,2
165,spotify:track:66x45Yh9x397PWpxMX0ZDT,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY),"Sueños Globales, LLC",4,156,64,725241,2021-10-14,2021,10,2
166,spotify:track:6srBp90EwADKAF7PorGiUC,Adolescent's Orquesta,Virgen,KORTA RECORDS,166,171,2,724035,2021-10-14,2021,10,2
167,spotify:track:46DU5gYWY2vjE79mbhX4Wv,"Junior H, Natanael Cano",Disfruto Lo Malo,Jimmy Humilde Music,101,162,53,723057,2021-10-14,2021,10,2
168,spotify:track:5Wvw29RKTFSK0IuCd2qs4m,Santa Fe Klan,Así Soy,Rap Trap Records / Alzada Corp,165,-1,8,722255,2021-10-14,2021,10,2
169,spotify:track:1iRvhKiXRElIH2Uf4gd95P,Jesse & Joy,Dueles,WM Mexico,43,172,57,719941,2021-10-14,2021,10,2
170,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,7,178,30,718982,2021-10-14,2021,10,2
171,spotify:track:4ggabbjjuHrG06SsYnqvEs,Chayín Rubio,Ya Me Enteré,UMLE - Fonovisa,61,-1,105,716256,2021-10-14,2021,10,2
172,spotify:track:6F9yAYUaNbUhdlQyt5uZ3b,Luis Miguel,La Incondicional,WEA Latina,26,169,184,715809,2021-10-14,2021,10,2
173,spotify:track:1qNUhmx3rGjiMRThz7Eruv,Cartel De Santa,Si Te Vienen a Contar,"Babilonia Music, S.A. De C.V.",115,179,90,714538,2021-10-14,2021,10,2
174,spotify:track:1zzyjgwQrOj3p5Gjc7KLo4,Firme,El Amor Soñado - En Vivo,Puro Grupo Firme Ent,174,200,2,713914,2021-10-14,2021,10,2
175,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,Rimas Entertainment LLC,1,170,85,713277,2021-10-14,2021,10,2
176,spotify:track:5J7teKIJGtqVypgYI6sqXj,"Bad Bunny, Mora",Una Vez,Rimas Entertainment LLC,30,175,68,710020,2021-10-14,2021,10,2
177,spotify:track:7dT9D6117e5DbhnKxDLNW9,Kevin Kaarl,Colapso,Kevin Kaarl,143,185,20,708171,2021-10-14,2021,10,2
178,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE - Remix,N&E Entertainment LLC,26,173,75,705616,2021-10-14,2021,10,2
179,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,8,150,40,700446,2021-10-14,2021,10,2
180,spotify:track:63bmZnBN1CiJ9sA4qTEe8y,Christian Nodal,Adiós Amor,Universal Music Mexico,9,190,251,698846,2021-10-14,2021,10,2
181,spotify:track:730gfBUwEpyruhbSvDuytR,"Natti Natasha, Becky G",Ram Pam Pam,Sony Music Latin,26,167,23,698624,2021-10-14,2021,10,2
182,spotify:track:7paFC3FEu1WtPVP4Do6VZN,Christian Nodal,Se Me Olvidó,Universal Music Mexico,3,183,84,695366,2021-10-14,2021,10,2
183,spotify:track:59L8x0xy8njj75vzVCPMqg,"Becky G, El Alfa",Fulanito,Kemosabe Records/RCA Records,53,122,15,695026,2021-10-14,2021,10,2
184,spotify:track:0dKg2vGC1hFqcK5LGTaKzX,"KAROL G, Nicki Minaj",Tusa,UMLE - Latino,1,184,101,693822,2021-10-14,2021,10,2
185,spotify:track:63Zaf8Rci6eOUPqDQ4fUFx,"Camilo, Christian Nodal",La Mitad,Sony Music Latin,17,186,78,693206,2021-10-14,2021,10,2
186,spotify:track:5iBBLeUl4UfynWgcJWVGsU,Virlan Garcia,Híbrido,Sony Music México,177,177,2,689940,2021-10-14,2021,10,2
187,spotify:track:3V1jBnDI3zCn25ONFiqwN8,T3R Elemento,Ojitos de Miel,DEL Records,152,166,18,685864,2021-10-14,2021,10,2
188,spotify:track:3K6noLeoPTQJ5jUErC8jT5,Calibre 50,Simplemente Gracias,Calibre,46,145,120,684737,2021-10-14,2021,10,2
189,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Rimas Entertainment LLC,51,187,83,679990,2021-10-14,2021,10,2
190,spotify:track:7uQZVznj0uQOGC9KhV2Mg6,LISA,LALISA,YG Entertainment/Interscope Records,101,164,5,678561,2021-10-14,2021,10,2
191,spotify:track:5Myb8S90Wg0yLec5kmrIGJ,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",Amor a Primera Vista,OCESA Seitrack,13,192,122,676656,2021-10-14,2021,10,2
192,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,28,191,84,675790,2021-10-14,2021,10,2
193,spotify:track:7D93pJcwymzaZx8WgBo2zG,Rauw Alejandro,Algo Mágico,Sony Music Latin/Duars Entertainment,11,182,37,674924,2021-10-14,2021,10,2
194,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,"Ozuna, J Balvin, Chencho Corleone",Una Locura,Aura Music Corp.,18,189,58,670338,2021-10-14,2021,10,2
195,spotify:track:6WYB1odDfMPVMyp1QxFInT,Eslabon Armado,Con Tus Besos,Eslabon Armado,47,188,78,670021,2021-10-14,2021,10,2
196,spotify:track:53PoPAD389bBE4ePYuT95g,Los Dos Carnales,El Envidioso,Afinarte Music,52,-1,69,666585,2021-10-14,2021,10,2
197,spotify:track:2UypFzxfaYgMUnQX2k4qtj,"Pepe Aguilar, Melissa Robles, Ángela Aguilar, La Marisoul",Prometiste,Pepe Aguilar,58,194,213,666258,2021-10-14,2021,10,2
198,spotify:track:0IqCoZ168iRc9LqfrYgpZy,"Camilo, Shawn Mendes",KESI - Remix,Sony Music Latin,76,138,13,663562,2021-10-14,2021,10,2
199,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,Bad Bunny,La Difícil,Rimas Entertainment LLC,3,-1,78,659521,2021-10-14,2021,10,2
200,spotify:track:0b53GyMOfBCt5L6bh0CH3f,Flans,Las Mil Y Una Noches,Universal Music Mexico,193,-1,3,658936,2021-10-14,2021,10,2
1,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,"Gera MX, Christian Nodal",Botella Tras Botella,Virgin Music México,1,1,5,7053145,2021-05-27,2021,05,4
2,spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios, Wisin, Jhay Cortez",Fiel,La Base Music Group/ WK Records,1,2,15,5426918,2021-05-27,2021,05,4
3,spotify:track:4fSIb4hdOQ151TILNsSEaF,Rauw Alejandro,Todo De Ti,Sony Music Latin/Duars Entertainment,3,-1,1,4881318,2021-05-27,2021,05,4
4,spotify:track:2rCbl9naJYhaxjLsfx88uM,"Sebastian Yatra, Myke Towers",Pareja Del Año,UMLE - Latino,4,4,6,4711113,2021-05-27,2021,05,4
5,spotify:track:2dNhNlpZAtV4lwAFW45LIv,"Nio Garcia, Flow La Movie",AM,"Flow La Movie, Inc.",3,3,9,4528082,2021-05-27,2021,05,4
6,spotify:track:3VqeTFIvhxu3DIe4eZVzGq,BTS,Butter,BIGHIT MUSIC,6,-1,1,3565253,2021-05-27,2021,05,4
7,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhay Cortez",DÁKITI,Rimas Entertainment LLC,1,5,30,3477926,2021-05-27,2021,05,4
8,spotify:track:2FSGUA0gFgGeQdprjtGM2M,"KAROL G, Mariah Angeliq",EL MAKINON,UMLE - Latino,7,7,9,3253463,2021-05-27,2021,05,4
9,spotify:track:71R8HJxQk5qMiRstrlXN9t,"Rauw Alejandro, Mr. Naisgai",2/Catorce,Sony Music Latin/Duars Entertainment,9,11,4,3159867,2021-05-27,2021,05,4
10,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,"Myke Towers, Juhn",Bandido,White World Music,3,8,23,2889920,2021-05-27,2021,05,4
11,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,EMI / Interscope,1,6,15,2868462,2021-05-27,2021,05,4
12,spotify:track:7xT1n5JKpB0bMPh6FL589e,"Crissin, Totoy El Frio, Natan & Shander",Poblado,Kapital Music & Entertainment,10,10,4,2778097,2021-05-27,2021,05,4
13,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,Rimas Entertainment LLC,3,9,26,2431438,2021-05-27,2021,05,4
14,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,14,63,2,2400297,2021-05-27,2021,05,4
15,spotify:track:4loQgPwJHocL3dFwLfjb1J,"Rauw Alejandro, Anuel AA",Reloj,Sony Music Latin/Duars Entertainment,5,15,31,2301867,2021-05-27,2021,05,4
16,spotify:track:2p2Q23iaaPSEa1tI6TsCVX,Sech,911,Rich Music,8,12,15,2192015,2021-05-27,2021,05,4
17,spotify:track:1WvrDdouh6C51In1SdATbq,KAROL G,BICHOTA,UMLE - Latino,2,14,31,2147823,2021-05-27,2021,05,4
18,spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,Sony Music Latin,1,17,43,2011701,2021-05-27,2021,05,4
19,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,16,16,22,1990958,2021-05-27,2021,05,4
20,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,7,13,10,1982882,2021-05-27,2021,05,4
21,spotify:track:4H3t8C59tXjKf1R2iKtc5M,Marca MP,Ya Acabo,Marca MP,21,28,9,1963418,2021-05-27,2021,05,4
22,spotify:track:06IceO7e9isF3nX3y7dOTe,"Lupillo Rivera, Aleman, Santa Fe Klan, Snoop Dogg, B-Real",Grandes Ligas,Prajin Parlay / Z Records,20,20,2,1961555,2021-05-27,2021,05,4
23,spotify:track:748mdHapucXQri7IAO8yFK,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,21,21,6,1956484,2021-05-27,2021,05,4
24,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,15,18,9,1935217,2021-05-27,2021,05,4
25,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,25,52,7,1929111,2021-05-27,2021,05,4
26,spotify:track:079Ey5uxL04AKPQgVQwx5h,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),Selena Gomez Latin Project,7,23,17,1879906,2021-05-27,2021,05,4
27,spotify:track:7E9GeFGfjXw9LAI4ay6rsw,"Grupo Firme, Carin Leon",El Tóxico,Music VIP Entertainment Inc,17,24,30,1842990,2021-05-27,2021,05,4
28,spotify:track:7D93pJcwymzaZx8WgBo2zG,Rauw Alejandro,Algo Mágico,Sony Music Latin/Duars Entertainment,11,22,17,1820167,2021-05-27,2021,05,4
29,spotify:track:16ONd70tvWAaLIc6hcLzaG,Christian Nodal,Aquí Abajo,Universal Music Mexico,6,25,46,1777511,2021-05-27,2021,05,4
30,spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,Aftermath Entertainment/Atlantic,19,19,12,1770330,2021-05-27,2021,05,4
31,spotify:track:5u7twkeask1VIyDeNTElSU,Sech,Sal y Perrea,Rich Music,31,44,3,1745072,2021-05-27,2021,05,4
32,spotify:track:5jzEwSyyymBlf1fa1o39T2,"Mora, Jhay Cortez",512,Rimas Entertainment LLC,32,39,4,1706538,2021-05-27,2021,05,4
33,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,8,68,20,1661649,2021-05-27,2021,05,4
34,spotify:track:6vPAmoERUMRoTZaCCSWQ12,Luis Miguel,Hasta Que Me Olvides,WEA Latina,11,27,76,1641549,2021-05-27,2021,05,4
35,spotify:track:1s59X35jDULAyOGmBuTAnd,"Lenin Ramírez, Grupo Firme",Yo Ya No Vuelvo Contigo - En Vivo,DEL Records,27,30,77,1629400,2021-05-27,2021,05,4
36,spotify:track:37BZB0z9T8Xu7U3e65qxFy,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),Republic Records,19,26,5,1620664,2021-05-27,2021,05,4
37,spotify:track:4nbWX2HzrOEnX4xxvYRCyU,"El Fantasma, Los Dos Carnales",Cabrón y Vago - En Vivo,Afinarte Music,17,31,42,1568652,2021-05-27,2021,05,4
38,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,2,29,78,1559438,2021-05-27,2021,05,4
39,spotify:track:4cV6ld7uIs906zOwNscoBM,"Los Plebes del Rancho de Ariel Camacho, Christian Nodal",2 Veces,Universal Music Mexico,39,46,12,1540024,2021-05-27,2021,05,4
40,spotify:track:2bgcUk2A3jjKbCJ7KPquTi,"Wisin, Myke Towers, Los Legendarios",Mi Niña,La Base Music Group/ WK Records,10,32,34,1522494,2021-05-27,2021,05,4
41,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,TE MUDASTE,Rimas Entertainment LLC,4,34,26,1483628,2021-05-27,2021,05,4
42,spotify:track:3VvA1wSxukMLsvXoXtlwWx,Boza,Hecha Pa' Mi,Sony Music Latin,6,35,27,1468868,2021-05-27,2021,05,4
43,spotify:track:26xQbFpVg8JCT5NKQFJXg8,"Fuerza Regida, Calle 24",Que Esta Pasando,Rancho Humilde - Lumbre Music - Streetmob Records,40,40,4,1451422,2021-05-27,2021,05,4
44,spotify:track:4saklk6nie3yiGePpBwUoc,BTS,Dynamite,BIGHIT MUSIC,21,119,40,1427100,2021-05-27,2021,05,4
45,spotify:track:0tKl8ZVM6xJkhznvJAS3Nq,Junior H,Ella,Rancho Humilde,45,48,71,1419817,2021-05-27,2021,05,4
46,spotify:track:5YYW3yRktprLRr47WK219Y,"Rochy RD, Myke Towers, Nicki Nicole",Ella No Es Tuya - Remix,Sony Music Latin,10,33,14,1415026,2021-05-27,2021,05,4
47,spotify:track:3lR4O0vtkhCAvVEUEWUL0S,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,WM Mexico,6,41,90,1378334,2021-05-27,2021,05,4
48,spotify:track:1uKjQoh8JZj9ryuYRhpd7E,Luis Miguel,Ahora Te Puedes Marchar,WM Mexico,21,37,231,1378111,2021-05-27,2021,05,4
49,spotify:track:00szcRmgqJGtqrfIUYkM1h,"Piso 21, Maluma",Más De La Una,WM Mexico,18,42,25,1367539,2021-05-27,2021,05,4
50,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,Republic Records,5,38,22,1359585,2021-05-27,2021,05,4
51,spotify:track:6mm3K0yWp6uzfOMuipM9Zh,Piso 21,Tan Bonita,WM Mexico,51,51,8,1327583,2021-05-27,2021,05,4
52,spotify:track:3ke6it1vTmHtz2ApcIVUz5,"Bizarrap, Snow Tha Product","Snow Tha Product: Bzrp Music Sessions, Vol. 39",WEA Latina/DALE PLAY Records,25,36,4,1306379,2021-05-27,2021,05,4
53,spotify:track:0vtYnEw1eJwW26BrBnOAYJ,Banda MS de Sergio Lizárraga,La Casita,Lizos Music,36,49,19,1304217,2021-05-27,2021,05,4
54,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,1,43,100,1302138,2021-05-27,2021,05,4
55,spotify:track:5VzNsUnLmYcRfRfxpQsusa,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota,Sony Music Latin/La Industria,11,47,33,1279501,2021-05-27,2021,05,4
56,spotify:track:4PEfJZpVjdclfzZ9XO8uDw,"Kevin Roldan, Bryant Myers, Lyanno",Hasta Abajo,UMLE - Latino,17,50,29,1227410,2021-05-27,2021,05,4
57,spotify:track:2f0Ft2XdvNSMSY5TUlZgEz,Pablo Alborán,Saturno,WM Spain,57,134,27,1226192,2021-05-27,2021,05,4
58,spotify:track:6RV9pRLIQiXm3qTGeyQluf,"Camilo, Evaluna Montaner",Machu Picchu,Sony Music Latin,19,45,12,1225142,2021-05-27,2021,05,4
59,spotify:track:4DHDIdeayp8xvlyg22wREO,"Natti Natasha, Becky G",Ram Pam Pam,Sony Music Latin,59,109,3,1214462,2021-05-27,2021,05,4
60,spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,Atlantic Records,1,58,226,1195607,2021-05-27,2021,05,4
61,spotify:track:0akyEssGRVHstqCSWXusJL,Ed Maverick,Fuentes de Ortiz,Universal Music Mexico,21,57,124,1168313,2021-05-27,2021,05,4
62,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,Linked Music / Dynamic Records / EMPIRE,6,53,48,1165658,2021-05-27,2021,05,4
63,spotify:track:4RJz8NfIe09gpKMiRUWKhJ,"Maluma, Lenny Tavárez, Justin Quiles",Parce (feat. Justin Quiles),Sony Music Latin,6,59,40,1160678,2021-05-27,2021,05,4
64,spotify:track:2XlGKZNMkRKvEJsbwQ6MCl,"Grupo Firme, Grupo Codiciado",Gracias - En Vivo,Music VIP Entertainment Inc,55,64,8,1130052,2021-05-27,2021,05,4
65,spotify:track:21N4Buj4xsyLb218lYle61,"Sebastian Yatra, Guaynaa",Chica Ideal,UMLE - Latino,12,60,31,1124677,2021-05-27,2021,05,4
66,spotify:track:478g4LSkyMB1PMkVOVmIaE,"KAROL G, Anuel AA, J Balvin",LOCATION,UMLE - Latino,17,54,15,1107287,2021-05-27,2021,05,4
67,spotify:track:4jcxBTrNvyqMJdMDyyjdYV,"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres,Universal Music Mexico,4,66,28,1090168,2021-05-27,2021,05,4
68,spotify:track:7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Warner Records,68,170,2,1086922,2021-05-27,2021,05,4
69,spotify:track:0EhpEsp4L0oRGM0vmeaN5e,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),Universal Music Latino/ NEON16,4,65,44,1085989,2021-05-27,2021,05,4
70,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,8,55,82,1085173,2021-05-27,2021,05,4
71,spotify:track:6UU24wuWgGwuSBAxDH866Z,"Kidd Keo, Yay",Ma Vie (feat. Yay),WEA Latina,71,105,5,1067775,2021-05-27,2021,05,4
72,spotify:track:1qfoq1qvZT7VwDVeekCJ97,Christian Nodal,De Los Besos Que Te Di,Universal Music Mexico,17,67,111,1065514,2021-05-27,2021,05,4
73,spotify:track:6F9yAYUaNbUhdlQyt5uZ3b,Luis Miguel,La Incondicional,WEA Latina,26,62,164,1063563,2021-05-27,2021,05,4
74,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,39,56,15,1062066,2021-05-27,2021,05,4
75,spotify:track:6sRaqq9SYsSTPvrWkL1sRy,Mi Banda El Mexicano,Ramito De Violetas,Craft Recordings,40,85,67,1029475,2021-05-27,2021,05,4
76,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,"Ozuna, J Balvin, Chencho Corleone",Una Locura,Aura Music Corp.,18,79,38,1028406,2021-05-27,2021,05,4
77,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),47,61,11,1027123,2021-05-27,2021,05,4
78,spotify:track:6WYB1odDfMPVMyp1QxFInT,Eslabon Armado,Con Tus Besos,Eslabon Armado,47,75,58,1024601,2021-05-27,2021,05,4
79,spotify:track:4R8BJggjosTswLxtkw8V7P,"Jhay Cortez, J Balvin, Bad Bunny",No Me Conoce - Remix,N&E Entertainment LLC,3,69,106,1023087,2021-05-27,2021,05,4
80,spotify:track:35UUpTmrcFXNIVIN26ujXl,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,Rich Music,2,70,38,1003206,2021-05-27,2021,05,4
81,spotify:track:3p6eieHX6oEOzJStPtEsLu,Calibre 50,Si Te Pudiera Mentir,Calibre,76,93,44,987343,2021-05-27,2021,05,4
82,spotify:track:6VuUMo1TusnqBxLTnr3hOI,León Larregui,Brillas,EMI México,43,90,231,982230,2021-05-27,2021,05,4
83,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,83,-1,1,978577,2021-05-27,2021,05,4
84,spotify:track:2MeEuwplwbbjZ7hxRI6viw,"Grupo Firme, Marca MP",El Güero (Feat. Marca MP),Music VIP Entertainment Inc,47,84,75,978140,2021-05-27,2021,05,4
85,spotify:track:4CLkDJ4xLqkV4Vt2vPOny1,El Fantasma,Palabra de Hombre,Afinarte Music,49,81,64,973784,2021-05-27,2021,05,4
86,spotify:track:2dl5K2ScW7jYhAhuem06cm,Daddy Yankee,PROBLEMA,Republic Records,57,74,13,973007,2021-05-27,2021,05,4
87,spotify:track:4nTduFjaTmGysc9WKNuCcs,Camilo,Vida de Rico,Sony Music Latin,5,77,36,951541,2021-05-27,2021,05,4
88,spotify:track:6SRsiMl7w1USE4mFqrOhHC,Olivia Rodrigo,brutal,Olivia Rodrigo PS,88,-1,1,950816,2021-05-27,2021,05,4
89,spotify:track:7hbk4BaF66O09R1gq0bKwj,Christian Nodal,No Te Contaron Mal,Universal Music Mexico,9,87,142,947275,2021-05-27,2021,05,4
90,spotify:track:2QwMXe5zbqymDZGYsMDVqZ,Carin Leon,Me La Avente,Tamarindo Rekordsz,27,71,103,947178,2021-05-27,2021,05,4
91,spotify:track:2vBET2pmrQqafaS6zIaYta,"Black Eyed Peas, Shakira",GIRL LIKE ME,Epic,17,72,24,946007,2021-05-27,2021,05,4
92,spotify:track:7paFC3FEu1WtPVP4Do6VZN,Christian Nodal,Se Me Olvidó,Universal Music Mexico,3,76,64,945866,2021-05-27,2021,05,4
93,spotify:track:3Zf4GutWZ7Hv3wsVQsSQPs,"Camilo, El Alfa",BEBÉ,Sony Music Latin,17,78,26,943636,2021-05-27,2021,05,4
94,spotify:track:63Zaf8Rci6eOUPqDQ4fUFx,"Camilo, Christian Nodal",La Mitad,Sony Music Latin,17,86,58,940226,2021-05-27,2021,05,4
95,spotify:track:1nLs8r6K4YN0avBwUmmTnr,Carin Leon,Tú,Tamarindo Rekordsz,14,83,52,920539,2021-05-27,2021,05,4
96,spotify:track:11EnQRgRMJwMAesfkB5pnu,"Lele Pons, Guaynaa",Se Te Nota (with Guaynaa),Shots Studios & Music/10:22pm/Interscope Records,2,82,38,905111,2021-05-27,2021,05,4
97,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,Olivia Rodrigo PS,97,-1,1,901376,2021-05-27,2021,05,4
98,spotify:track:7BwxbmYFy0l3ROHDjV2c14,Luis Miguel,Culpable O No - Miénteme Como Siempre,WEA Latina,4,80,157,895486,2021-05-27,2021,05,4
99,spotify:track:1Crj1zkRMpsEjb9NOR6Zof,"Bizarrap, L-Gante","L-Gante: Bzrp Music Sessions, Vol.38",DALE PLAY Records,73,91,10,891428,2021-05-27,2021,05,4
100,spotify:track:6fmQjRuo7XvRFCK2qex5hQ,Jerry Di,Mi Cuarto,Nacho,4,104,42,889810,2021-05-27,2021,05,4
101,spotify:track:4G3PTss3mU33Tau7t4KbwE,"Rauw Alejandro, Camilo",Tattoo - Remix with Camilo,Sony Music Latin/Duars Entertainment,4,94,46,888493,2021-05-27,2021,05,4
102,spotify:track:2TH65lNHgvLxCKXM3apjxI,"Bad Bunny, Tainy",Callaita,Rimas Entertainment LLC,1,98,104,882706,2021-05-27,2021,05,4
103,spotify:track:53PoPAD389bBE4ePYuT95g,Los Dos Carnales,El Envidioso,Afinarte Music,52,114,50,881108,2021-05-27,2021,05,4
104,spotify:track:2lCkncy6bIB0LTMT7kvrD1,J Balvin,Azul,UMLE - Latino,1,89,62,879163,2021-05-27,2021,05,4
105,spotify:track:69vlMrzHwATKzupwNcUPyK,"Bad Bunny, Daddy Yankee",La Santa,Rimas Entertainment LLC,5,97,65,876576,2021-05-27,2021,05,4
106,spotify:track:3D5uEBD0cAEGZGUo5j9045,La Factoria,Todavia,"UMG Recordings, Inc.",106,136,69,874679,2021-05-27,2021,05,4
107,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,28,92,64,872258,2021-05-27,2021,05,4
108,spotify:track:2mM3gZ0BbPwPPMelbA8vgt,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",No Te Enamores - Remix,Carbon Fiber Music,46,99,21,872149,2021-05-27,2021,05,4
109,spotify:track:15OjBeqNX3bShsGYQbteRv,Farruko,La Tóxica,Sony Music Latin,4,96,39,863650,2021-05-27,2021,05,4
110,spotify:track:35wvL50xvKpCHEJPxLOLPI,Bad Bunny,Si Estuviésemos Juntos,Rimas Entertainment LLC,52,106,106,863416,2021-05-27,2021,05,4
111,spotify:track:7A07Yu1dRND3RKDzbhKrDs,Intocable,Fuerte No Soy,Capitol Latin,97,127,50,861087,2021-05-27,2021,05,4
112,spotify:track:1Z04XN4pH2b8JfdiaIEkl5,"Los 2 de la S, Banda MS de Sergio Lizárraga",Somos Los Que Somos - En Vivo,Lizos Music,99,117,22,859546,2021-05-27,2021,05,4
113,spotify:track:0dKg2vGC1hFqcK5LGTaKzX,"KAROL G, Nicki Minaj",Tusa,UMLE - Latino,1,102,81,856692,2021-05-27,2021,05,4
114,spotify:track:4NUt1fcnO9aQAELBgXq3Kr,Alejandro Fernández,Me Dediqué a Perderte,Columbia,73,95,231,856465,2021-05-27,2021,05,4
115,spotify:track:5RAIMjdrCEjpjaR5tBATXU,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Aloha,Hear This Music,115,151,7,850270,2021-05-27,2021,05,4
116,spotify:track:2n7ohqg1s68ToAHh4u9mcW,Bad Bunny,Vete,Rimas Entertainment LLC,1,107,79,848973,2021-05-27,2021,05,4
117,spotify:track:2tFwfmceQa1Y6nRPhYbEtC,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE - Remix,N&E Entertainment LLC,26,108,55,846293,2021-05-27,2021,05,4
118,spotify:track:2fIPEgY8CJ4hh5UDZa2lB9,Humbe,EL POETA,Sony Music México,49,-1,10,843248,2021-05-27,2021,05,4
119,spotify:track:3D3W7rDsuJIAtjInwh6Moc,"Luis Angel ""El Flaco"", Grupo Firme",Hasta la Miel Amarga (feat. Grupo Firme),LAR Music,92,115,23,841277,2021-05-27,2021,05,4
120,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),2,101,89,841031,2021-05-27,2021,05,4
121,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,Rimas Entertainment LLC,1,103,65,840839,2021-05-27,2021,05,4
